AP1RTT,AP1STDEV,AP2RTT,AP2STDEV,AP3RTT,AP3STDEV,x,y,predicted_x,predicted_y
7.008,1.316,3.733,0.269,8.459,0.348,4,2,5.103044071428569,2.545734722222222
7.242,1.174,3.772,0.238,8.499,0.387,4,2,4.913316928571429,2.376745555555555
7.477,1.014,3.694,0.249,8.538,0.33,4,2,4.713708214285714,2.1522281666666667
7.477,1.131,3.733,0.297,8.46,0.338,4,2,4.619005071428573,2.1683199999999996
7.672,0.958,3.694,0.269,8.538,0.315,4,2,4.5027042857142865,1.988114
7.281,1.27,3.772,0.27,8.498,0.332,4,2,4.871645928571427,2.345279055555556
7.32,1.249,3.694,0.293,8.459,0.42,4,2,4.783734357142856,2.2812908888888885
7.438,1.05,3.577,0.316,8.42,0.49,4,2,4.612325428571428,2.1372825
7.359,1.071,3.655,0.316,8.42,0.426,4,2,4.695822785714286,2.2335635555555555
7.516,1.039,3.733,0.276,8.538,0.462,4,2,4.6719420000000005,2.135835166666667
7.359,1.098,3.733,0.279,8.577,0.354,4,2,4.886431999999999,2.265578222222222
7.295,1.192,3.694,0.297,8.42,0.537,4,2,4.762812500000001,2.3015895000000004
7.398,1.037,3.577,0.297,8.42,0.481,4,2,4.654714,2.170251388888889
7.398,1.023,3.733,0.297,8.498,0.361,4,2,4.748971428571428,2.2336047222222226
7.242,1.244,3.694,0.272,8.381,0.509,4,2,4.771042642857144,2.3443928888888887
7.359,1.003,3.655,0.334,8.42,0.434,4,2,4.695822785714286,2.2335635555555555
7.438,1.086,3.733,0.276,8.499,0.382,4,2,4.7077969285714305,2.2006358333333336
7.477,1.028,3.694,0.269,8.381,0.451,4,2,4.523973714285715,2.1522281666666667
7.438,1.003,3.616,0.301,8.499,0.394,4,2,4.7077969285714305,2.152867333333334
7.359,1.175,3.694,0.314,8.42,0.37,4,2,4.695822785714286,2.2494863888888887
7.203,1.255,3.538,0.385,8.499,0.393,4,2,4.953556571428573,2.3130130555555555
7.438,1.042,3.655,0.292,8.577,0.327,4,2,4.802934642857143,2.168621166666667
7.203,1.122,3.733,0.259,8.498,0.387,4,2,4.9523424999999985,2.3917822222222225
7.242,1.208,3.694,0.257,8.499,0.407,4,2,4.91331692857143,2.3443928888888887
7.242,1.232,3.655,0.316,8.538,0.421,4,2,4.960777142857142,2.328470055555555
7.242,1.191,3.694,0.262,8.459,0.376,4,2,4.8648655,2.3443928888888887
7.437,1.062,3.655,0.332,8.499,0.404,4,2,4.708859428571429,2.1694475555555557
7.32,1.19,3.694,0.331,8.498,0.459,4,2,4.830971714285713,2.2812908888888885
7.256,1.199,3.655,0.341,8.42,0.482,4,2,4.803347428571428,2.317193833333333
7.398,1.023,3.538,0.41,8.499,0.5,4,2,4.7501855000000015,2.154835555555556
7.516,1.057,3.772,0.306,8.577,0.323,4,2,4.719619499999999,2.152096
7.438,1.007,3.655,0.334,8.46,0.328,4,2,4.660554000000002,2.168621166666667
7.477,1.075,3.655,0.31,8.616,0.289,4,2,4.8092805,2.1363053333333335
7.398,0.982,3.811,0.242,8.498,0.447,4,2,4.748971428571427,2.2662953888888895
7.399,1.012,3.616,0.408,8.381,0.413,4,2,4.606854285714286,2.1850141666666665
7.281,1.213,3.733,0.329,8.46,0.316,4,2,4.8256170714285735,2.329018222222223
7.359,1.042,3.733,0.277,8.538,0.286,4,2,4.838754499999999,2.265578222222222
7.398,1.012,3.733,0.414,8.498,0.344,4,2,4.748971428571428,2.2336047222222226
7.359,1.202,3.694,0.442,8.42,0.445,4,2,4.695822785714286,2.2494863888888887
7.32,1.166,3.694,0.365,8.499,0.319,4,2,4.832185785714286,2.2812908888888885
7.203,1.235,3.655,0.338,8.459,0.372,4,2,4.905105142857142,2.359767555555555
6.905,1.408,3.616,0.348,8.499,0.42,4,2,5.2538554285714305,2.5775795
7.359,1.086,3.655,0.37,8.381,0.415,4,2,4.64902,2.2335635555555555
7.242,1.275,3.694,0.423,8.498,0.387,4,2,4.912102857142856,2.3443928888888887
7.203,1.266,3.655,0.38,8.459,0.38,4,2,4.905105142857142,2.359767555555555
7.32,1.053,3.655,0.33,8.459,0.355,4,2,4.783734357142856,2.2653680555555558
6.319,1.87,3.694,0.311,8.42,0.4,4,2,5.711902785714286,3.0397708333333333
6.983,1.336,3.733,0.212,8.499,0.367,4,2,5.17647942857143,2.565166666666667
6.969,1.308,3.694,1.309,8.381,0.467,4,2,5.048157142857143,2.5599263888888886
7.242,1.086,3.616,0.237,8.538,0.371,4,2,4.960777142857143,2.3127162222222224
7.164,1.139,3.928,0.127,8.42,0.452,4,2,4.8981074285714294,2.5059048888888893
7.594,0.941,3.928,0.194,8.498,0.401,4,2,4.539083428571427,2.1533526666666662
7.233,0.063,3.948,0.433,7.698,0.232,4,3,3.995922500000001,2.4594674999999997
7.32,0.758,3.948,0.329,7.815,0.169,4,3,4.035130357142857,2.3891279999999995
7.281,0.142,3.948,0.424,7.873,0.103,4,3,4.140797714285714,2.4207635
7.359,2.527,4.006,0.364,7.873,0.135,4,3,4.059232,2.382953055555556
7.35,0.11,3.977,0.364,7.815,0.233,4,3,4.003694642857145,2.377446055555556
7.437,0.174,3.918,0.406,7.786,0.264,4,3,3.8794876428571423,2.2800975
7.467,0.865,4.006,0.394,7.698,0.313,4,3,3.7502225000000005,2.293997055555556
7.477,2.177,3.977,0.364,7.786,0.215,4,3,3.8368762142857147,2.2728333333333333
7.32,0.132,4.036,0.442,7.786,0.18,4,3,4.002813999999998,2.4281608888888884
7.32,2.703,4.065,0.451,7.815,0.21,4,3,4.035130357142856,2.4412125
7.477,0.14,4.006,0.604,7.786,0.244,4,3,3.8368762142857142,2.2856948333333333
7.242,0.097,4.094,0.588,7.786,0.198,4,3,4.083945142857143,2.5174595555555555
7.242,0.111,4.27,0.484,7.815,0.176,4,3,4.1162615,2.5992408888888883
7.144,0.169,4.358,0.44,7.756,0.242,4,3,4.151342857142858,2.7197459999999993
7.359,0.118,4.241,0.505,7.815,0.179,4,3,3.9942388571428564,2.490622222222222
7.32,0.118,4.446,0.343,7.815,0.166,4,3,4.035130357142856,2.6213619999999995
7.35,0.092,4.621,0.269,7.756,0.184,4,3,3.9380740000000007,2.6850633888888895
7.281,0.097,5.022,0.359,7.698,0.264,4,3,3.9461602142857153,2.9559735000000003
7.359,0.174,4.983,0.916,7.727,0.279,4,3,3.896546285714286,2.8708559999999994
7.359,0.199,4.944,0.941,7.727,0.268,4,3,3.896546285714286,2.8493474999999995
7.232,0.063,4.905,0.907,7.727,0.215,4,3,4.0289075,2.9309556111111106
7.242,0.207,4.827,0.872,7.815,0.175,4,3,4.1162615,2.8807424999999998
7.291,0.126,4.866,0.756,7.698,0.258,4,3,3.935751642857143,2.862181944444444
7.398,0.297,4.983,0.443,7.727,0.218,4,3,3.8554375000000003,2.8388825000000004
7.242,0.155,5.061,0.36,7.756,0.244,4,3,4.050640857142858,3.0092865
7.281,0.13,4.983,0.091,7.756,0.243,4,3,4.010183928571429,2.9342960000000002
7.35,0.14,4.856,0.106,7.795,0.228,4,3,3.981394642857144,2.8087908888888893
7.203,0.453,4.739,0.166,7.668,0.226,4,3,3.9939296428571427,2.8652728888888888
7.438,0.206,4.592,0.308,7.727,0.207,4,3,3.813048928571429,2.5979233333333336
7.359,0.685,4.329,0.432,7.678,0.257,4,3,3.842628785714285,2.53252
7.262,0.171,4.416,0.406,7.756,0.176,4,3,4.029920857142859,2.653578444444445
7.359,0.174,4.358,0.477,7.815,0.19,4,3,3.9942388571428573,2.5465157222222214
7.281,0.13,4.504,0.343,7.727,0.198,4,3,3.9781120000000003,2.6818363888888888
7.144,0.115,4.504,0.412,7.815,0.165,4,3,4.2169635,2.7916266666666663
7.35,0.127,4.329,0.505,7.815,0.226,4,3,4.003694642857145,2.5398745000000003
7.32,0.213,4.241,0.553,7.756,0.197,4,3,3.9695097142857136,2.522426722222222
7.242,0.478,4.211,0.531,7.815,0.196,4,3,4.1162615,2.5714420555555555
7.516,0.142,4.182,0.557,7.756,0.197,4,3,3.7618057142857153,2.3332704444444445
7.242,0.214,3.977,0.659,7.727,0.216,4,3,4.018568928571428,2.4649980555555553
7.164,0.17,4.036,0.64,7.698,0.214,4,3,4.066879142857144,2.5536888888888893
7.242,0.242,4.094,0.587,7.756,0.253,4,3,4.050640857142858,2.5174595555555555
7.398,0.652,4.065,0.58,7.727,0.261,4,3,3.8554375000000003,2.3774345000000006
7.379,0.591,4.241,0.566,7.786,0.215,4,3,3.9408682142857154,2.4742466666666667
7.262,0.289,4.065,0.631,7.815,0.17,4,3,4.095541500000001,2.488198944444445
7.242,2.213,4.153,0.57,7.756,0.207,4,3,4.050640857142858,2.544491388888889
7.32,0.514,4.153,0.552,7.756,0.202,4,3,3.9695097142857145,2.4813893888888883
7.281,0.415,4.036,0.654,7.786,0.249,4,3,4.0434882142857145,2.459796388888889
7.398,0.178,4.065,0.633,7.844,0.142,4,3,3.985566571428571,2.3774345000000006
7.32,0.081,4.065,0.637,7.873,0.167,4,3,4.100123499999999,2.4412125
7.569,0.273,4.094,0.558,7.815,0.19,4,3,3.7703188571428567,2.248393055555556
7.203,2.227,4.065,0.595,7.756,0.252,4,3,4.090880500000001,2.535612
7.281,0.076,3.948,0.674,7.815,0.219,4,3,4.075804571428573,2.4207635
7.379,1.077,3.977,0.602,7.756,0.241,4,3,3.9075639285714296,2.353716
7.242,0.177,4.065,0.61,7.756,0.233,4,3,4.050640857142858,2.5043145
7.398,0.121,4.123,0.59,7.698,0.271,4,3,3.823485714285715,2.403818055555556
7.242,0.128,4.065,0.58,7.786,0.217,4,3,4.083945142857143,2.5043145
7.242,0.131,4.006,0.661,7.844,0.153,4,3,4.148698,2.477859555555556
7.281,0.183,4.094,0.59,7.844,0.169,4,3,4.108241071428572,2.485993055555556
7.164,0.32,4.094,0.609,7.844,0.186,4,3,4.228960000000002,2.579885555555556
7.32,0.331,4.036,0.613,7.844,0.196,4,3,4.0675668571428565,2.4281608888888884
7.281,0.148,4.094,0.492,7.786,0.196,4,3,4.0434882142857145,2.485993055555556
7.359,0.098,4.036,0.555,7.786,0.186,4,3,3.9619224999999987,2.396356388888888
7.359,0.154,4.006,0.565,7.727,0.207,4,3,3.896546285714285,2.382953055555556
7.516,0.118,4.036,0.567,7.698,0.279,4,3,3.6977819999999997,2.266613333333333
7.32,0.168,4.065,0.549,7.815,0.151,4,3,4.035130357142856,2.4412125
7.398,0.104,3.977,0.542,7.639,0.278,4,3,3.7588512142857162,2.338118055555556
7.242,0.194,4.006,0.533,7.727,0.271,4,3,4.018568928571428,2.477859555555556
7.291,0.071,4.153,0.594,7.698,0.256,4,3,3.935751642857143,2.5049293333333327
7.477,0.107,4.123,0.565,7.844,0.128,4,3,3.9016290714285713,2.338533333333334
7.398,0.103,4.065,0.613,7.786,0.25,4,3,3.920813714285714,2.3774345000000006
7.379,0.06,3.977,0.641,7.698,0.279,4,3,3.8435402142857154,2.353716
7.262,0.191,4.094,0.584,7.844,0.216,4,3,4.127978000000001,2.5013440000000005
7.136,0.27,4.123,0.583,7.698,0.242,4,3,4.095479142857143,2.6153684999999998
7.35,0.105,4.065,0.606,7.61,0.331,4,3,3.777828571428572,2.4167625000000004
7.253,0.169,4.094,0.599,7.668,0.263,4,3,3.942301071428572,2.5086014999999997
7.242,0.183,4.094,0.599,7.786,0.177,4,3,4.083945142857143,2.5174595555555555
7.32,0.435,3.948,0.697,7.815,0.196,4,3,4.035130357142857,2.3891279999999995
7.32,0.195,4.065,0.65,7.756,0.242,4,3,3.9695097142857136,2.4412125
7.281,0.462,4.123,0.644,7.756,0.248,4,3,4.010183928571429,2.4992315555555558
7.398,0.283,4.211,0.538,7.727,0.264,4,3,3.8554375000000007,2.4445620555555565
7.203,0.722,4.036,0.682,7.668,0.286,4,3,3.993929642857144,2.5225603888888886
7.281,2.208,4.065,0.619,7.756,0.216,4,3,4.010183928571429,2.472848000000001
7.398,0.16,4.065,0.613,7.815,0.199,4,3,3.9531300714285718,2.3774345000000006
7.764,2.362,4.153,0.587,7.786,0.186,4,3,3.524435714285714,2.1093173888888885
7.262,0.134,4.065,0.596,7.668,0.24,4,3,3.932970000000002,2.488198944444445
7.359,0.129,4.123,0.512,7.932,0.153,4,3,4.1258387857142855,2.435791555555556
7.281,0.111,4.065,0.606,7.727,0.207,4,3,3.9781120000000008,2.472848000000001
7.32,0.251,4.006,0.613,7.815,0.189,4,3,4.035130357142857,2.414757555555555
7.32,0.139,4.094,0.546,7.786,0.151,4,3,4.002813999999998,2.4543575555555552
7.477,0.11,4.153,0.509,7.903,0.131,4,3,3.9679914285714277,2.3523266666666665
7.398,0.445,4.065,0.535,7.873,0.112,4,3,4.018123214285715,2.3774345000000006
7.242,0.24,4.065,0.549,7.815,0.168,4,3,4.1162615,2.5043145
7.281,0.135,4.065,0.595,7.844,0.156,4,3,4.108241071428571,2.472848000000001
7.242,0.215,4.094,0.542,7.756,0.245,4,3,4.050640857142858,2.5174595555555555
7.242,0.153,4.123,0.553,7.756,0.196,4,3,4.050640857142858,2.5306980555555554
7.477,0.178,4.094,0.553,7.844,0.175,4,3,3.901629071428571,2.3252948333333334
7.516,0.154,4.123,0.562,7.815,0.178,4,3,3.827426357142857,2.3060485
7.32,0.735,4.036,0.555,7.815,0.163,4,3,4.035130357142856,2.4281608888888884
7.359,0.241,4.036,0.476,7.786,0.215,4,3,3.9619224999999987,2.396356388888888
7.359,0.264,3.977,0.588,7.756,0.248,4,3,3.928618214285715,2.3700915555555553
7.281,0.2,4.065,0.471,7.815,0.163,4,3,4.075804571428572,2.472848000000001
7.32,0.195,4.036,0.527,7.786,0.289,4,3,4.002813999999998,2.4281608888888884
7.398,0.126,3.977,0.549,7.756,0.205,4,3,3.8875094285714304,2.338118055555556
7.398,0.076,4.065,0.538,7.873,0.169,4,3,4.018123214285715,2.3774345000000006
7.398,0.081,4.065,0.495,7.873,0.175,4,3,4.018123214285715,2.3774345000000006
7.438,0.26,4.065,0.499,7.786,0.281,4,3,3.8784251428571426,2.3444656111111115
7.398,0.195,4.065,0.519,7.873,0.183,4,3,4.018123214285715,2.3774345000000006
7.32,0.45,3.977,0.605,7.932,0.154,4,3,4.166730285714285,2.4018960555555555
7.32,0.293,4.036,0.476,7.756,0.233,4,3,3.9695097142857136,2.4281608888888884
7.291,0.1,4.065,0.51,7.844,0.17,4,3,4.097832499999999,2.4647524444444446
7.281,2.586,4.036,0.548,7.815,0.196,4,3,4.075804571428573,2.459796388888889
7.32,0.128,4.065,0.539,7.727,0.242,4,3,3.9374377857142853,2.4412125
7.437,0.885,4.123,0.416,7.786,0.215,4,3,3.879487642857142,2.3716755555555555
7.281,2.024,4.065,0.553,7.786,0.233,4,3,4.0434882142857145,2.472848000000001
7.281,0.185,4.065,0.557,7.873,0.169,4,3,4.140797714285715,2.472848000000001
7.643,0.371,4.094,0.447,7.961,0.077,4,3,3.854433714285715,2.1858548333333334
7.359,0.15,4.036,0.507,7.844,0.175,4,3,4.026675357142857,2.396356388888888
7.398,0.144,4.065,0.587,7.815,0.233,4,3,3.9531300714285718,2.3774345000000006
7.359,0.125,4.006,0.587,7.815,0.192,4,3,3.994238857142857,2.382953055555556
7.242,0.172,4.065,0.466,7.873,0.15,4,3,4.1812546428571435,2.5043145
7.359,0.14,4.036,0.495,7.815,0.233,4,3,3.994238857142857,2.396356388888888
7.398,0.183,4.006,0.579,7.786,0.257,4,3,3.9208137142857145,2.3509795555555564
7.242,0.257,4.036,0.523,7.844,0.206,4,3,4.148698,2.4912628888888886
7.32,0.2,4.006,0.523,7.873,0.152,4,3,4.1001235,2.414757555555555
7.359,0.103,4.065,0.586,7.815,0.127,4,3,3.994238857142857,2.409408
7.332,0.208,4.065,0.458,7.932,0.139,4,3,4.154171428571429,2.4314445
7.242,0.455,3.977,0.466,7.815,0.189,4,3,4.1162615,2.4649980555555553
7.398,0.104,4.006,0.435,7.844,0.176,4,3,3.985566571428572,2.3509795555555564
7.281,0.231,4.065,0.53,7.786,0.215,4,3,4.0434882142857145,2.472848000000001
7.398,0.081,4.065,0.514,7.727,0.198,4,3,3.8554375000000003,2.3774345000000006
7.32,0.523,4.036,0.48,7.815,0.151,4,3,4.035130357142856,2.4281608888888884
7.32,0.19,4.006,0.504,7.903,0.171,4,3,4.133929214285714,2.414757555555555
7.516,0.229,4.123,0.45,7.815,0.236,4,3,3.827426357142857,2.3060485
7.398,0.15,4.006,0.568,7.786,0.185,4,3,3.9208137142857145,2.3509795555555564
7.203,0.176,4.094,0.523,7.873,0.091,4,3,4.221494285714286,2.548757055555556
7.281,0.757,4.065,0.515,7.844,0.186,4,3,4.108241071428571,2.472848000000001
7.438,0.145,4.094,0.483,7.815,0.195,4,3,3.9107415000000008,2.3576106666666665
7.477,0.282,4.123,0.398,7.815,0.274,4,3,3.869192571428572,2.338533333333334
7.332,0.13,4.036,0.532,7.815,0.189,4,3,4.022571500000001,2.4183928888888886
7.438,2.196,4.065,0.47,7.786,0.19,4,3,3.8784251428571426,2.3444656111111115
7.398,0.611,4.065,0.58,7.844,0.163,4,3,3.985566571428571,2.3774345000000006
7.371,0.137,4.065,0.424,7.844,0.163,4,3,4.014049642857142,2.3995879999999996
7.281,0.174,3.948,0.545,7.932,0.153,4,3,4.207404500000001,2.4207635
7.379,0.087,4.065,0.494,7.844,0.211,4,3,4.005621071428572,2.3930324444444455
7.408,0.088,3.977,0.492,7.786,0.186,4,3,3.9102379999999997,2.3298924999999997
7.398,0.119,4.006,0.488,7.873,0.182,4,3,4.018123214285715,2.3509795555555564
7.32,0.127,4.094,0.513,7.786,0.215,4,3,4.002813999999998,2.4543575555555552
7.32,0.148,4.036,0.476,7.786,0.186,4,3,4.002813999999998,2.4281608888888884
7.32,0.118,3.948,0.564,7.844,0.185,4,3,4.0675668571428565,2.3891279999999995
7.32,0.127,3.977,0.552,7.873,0.17,4,3,4.1001235000000005,2.4018960555555555
7.242,0.115,4.065,0.482,7.786,0.196,4,3,4.083945142857143,2.5043145
7.438,2.031,4.065,0.511,7.786,0.21,4,3,3.8784251428571426,2.3444656111111115
7.32,0.128,4.094,0.444,7.786,0.197,4,3,4.002813999999998,2.4543575555555552
7.242,2.559,4.094,0.475,7.873,0.178,4,3,4.181254642857143,2.5174595555555555
7.35,0.11,4.065,0.494,7.727,0.261,4,3,3.906002071428572,2.4167625000000004
7.242,0.112,3.977,0.478,7.786,0.189,4,3,4.083945142857142,2.4649980555555553
7.242,0.138,3.948,0.527,7.786,0.206,4,3,4.083945142857142,2.4522299999999997
7.35,0.139,4.065,0.408,7.844,0.145,4,3,4.036131142857143,2.4167625000000004
7.32,0.188,4.065,0.404,7.795,0.229,4,3,4.012830357142856,2.4412125
7.242,0.139,3.977,0.493,7.844,0.216,4,3,4.148698,2.4649980555555553
7.32,0.078,4.036,0.451,7.844,0.17,4,3,4.0675668571428565,2.4281608888888884
7.232,0.06,4.036,0.362,7.786,0.226,4,3,4.094283714285714,2.4993039999999995
7.214,0.088,4.094,0.396,7.873,0.181,4,3,4.210166642857142,2.5399466666666664
7.253,0.115,4.036,0.438,7.815,0.189,4,3,4.104872571428571,2.482404833333333
7.175,0.188,4.006,0.569,7.815,0.168,4,3,4.185257142857144,2.5315228333333337
7.262,0.149,3.977,0.602,7.815,0.189,4,3,4.095541500000001,2.4488825000000003
7.291,0.117,4.006,0.587,7.756,0.217,4,3,3.999775357142857,2.4382974999999996
7.233,0.141,3.918,0.591,7.815,0.195,4,3,4.125566857142857,2.4463575
7.144,0.192,4.036,0.513,7.786,0.186,4,3,4.184647142857142,2.5695866666666656
7.281,0.084,4.036,0.507,7.844,0.22,4,3,4.108241071428572,2.459796388888889
7.32,0.102,4.094,0.496,7.727,0.232,4,3,3.9374377857142853,2.4543575555555552
7.32,2.558,4.036,0.438,7.815,0.138,4,3,4.035130357142856,2.4281608888888884
7.242,0.095,4.153,0.408,7.786,0.22,4,3,4.083945142857142,2.544491388888889
7.379,0.917,4.065,0.451,7.873,0.192,4,3,4.038177714285715,2.3930324444444455
7.233,1.094,3.977,0.541,7.815,0.179,4,3,4.125566857142859,2.4722355555555557
7.242,0.157,4.036,0.433,7.844,0.19,4,3,4.148698,2.4912628888888886
7.398,0.929,4.006,0.492,7.815,0.163,4,3,3.953130071428572,2.3509795555555564
7.281,0.139,3.977,0.482,7.903,0.176,4,3,4.1746034285714275,2.4335315555555557
7.584,0.702,4.094,0.475,7.903,0.139,4,3,3.8528823571428563,2.2357655555555556
7.438,0.615,4.036,0.521,7.873,0.198,4,3,3.975734642857143,2.3314139999999997
7.35,0.738,4.036,0.434,7.873,0.206,4,3,4.068687785714286,2.403710888888889
7.359,0.267,4.123,0.358,7.795,0.219,4,3,3.971938857142857,2.435791555555556
7.438,0.215,4.211,0.314,7.786,0.264,4,3,3.8784251428571435,2.4115931666666675
7.408,0.104,4.036,0.451,7.756,0.232,4,3,3.8769337142857134,2.3561573333333325
7.32,0.095,4.006,0.385,7.786,0.206,4,3,4.002813999999999,2.414757555555555
7.379,0.111,4.006,0.44,7.844,0.105,4,3,4.005621071428572,2.366577500000001
7.291,0.179,4.065,0.378,7.873,0.142,4,3,4.130389142857143,2.4647524444444446
7.398,0.205,4.065,0.4,7.815,0.145,4,3,3.9531300714285718,2.3774345000000006
7.144,0.247,4.036,0.436,7.815,0.166,4,3,4.2169635,2.5695866666666656
7.32,0.128,4.065,0.403,7.727,0.233,4,3,3.9374377857142853,2.4412125
7.32,0.148,4.036,0.417,7.815,0.205,4,3,4.035130357142856,2.4281608888888884
7.35,0.132,4.065,0.338,7.844,0.174,4,3,4.036131142857143,2.4167625000000004
7.203,0.145,4.006,0.39,7.844,0.195,4,3,4.188937642857143,2.509157055555556
7.242,0.152,4.094,0.259,7.786,0.176,4,3,4.083945142857143,2.5174595555555555
7.32,0.172,4.036,0.417,7.844,0.192,4,3,4.0675668571428565,2.4281608888888884
7.359,0.179,4.006,0.354,7.844,0.129,4,3,4.026675357142857,2.382953055555556
7.35,0.139,4.094,0.356,7.815,0.189,4,3,4.003694642857144,2.429907555555556
7.555,2.676,4.036,0.318,7.815,0.242,4,3,3.7854428571428578,2.2339594999999997
7.281,2.573,4.094,0.344,7.815,0.165,4,3,4.075804571428573,2.485993055555556
7.203,0.18,4.065,0.256,7.756,0.198,4,3,4.090880500000001,2.535612
7.359,0.091,4.036,0.349,7.786,0.256,4,3,3.9619224999999987,2.396356388888888
7.408,0.135,4.036,0.33,7.844,0.142,4,3,3.974990857142856,2.3561573333333325
7.477,2.674,3.977,0.258,7.873,0.093,4,3,3.934185714285715,2.2728333333333333
7.398,0.232,4.036,0.3,7.786,0.237,4,3,3.920813714285714,2.3643828888888887
7.398,0.128,4.065,0.253,7.844,0.195,4,3,3.985566571428571,2.3774345000000006
7.438,0.155,4.006,0.407,7.756,0.219,4,3,3.845120857142858,2.3180106666666673
7.32,0.174,4.065,0.36,7.727,0.264,4,3,3.9374377857142853,2.4412125
7.594,0.201,4.065,0.35,7.844,0.15,4,3,3.7756785714285717,2.2141882777777777
7.359,0.14,3.977,0.25,7.786,0.265,4,3,3.9619225000000005,2.3700915555555553
7.32,0.214,3.977,0.385,7.795,0.164,4,3,4.012830357142857,2.4018960555555555
7.359,0.142,4.006,0.315,7.844,0.15,4,3,4.026675357142857,2.382953055555556
7.516,0.195,4.065,0.328,7.844,0.162,4,3,3.859862857142857,2.2796649444444443
7.496,0.081,4.036,0.381,7.727,0.234,4,3,3.7511795000000006,2.2832933333333325
7.35,0.575,3.948,0.287,7.786,0.208,4,3,3.971378285714285,2.364678
7.32,0.141,4.065,0.369,7.786,0.191,4,3,4.002813999999999,2.4412125
7.359,0.067,3.977,0.349,7.756,0.196,4,3,3.928618214285715,2.3700915555555553
7.516,2.346,4.036,0.318,7.727,0.237,4,3,3.7297337857142856,2.266613333333333
7.516,2.503,4.065,0.257,7.756,0.229,4,3,3.761805714285714,2.2796649444444443
7.467,1.032,4.006,0.385,7.698,0.28,4,3,3.7502225000000005,2.293997055555556
7.467,0.126,4.036,0.33,7.786,0.22,4,3,3.8475505,2.307400388888889
7.281,0.278,3.977,0.339,7.786,0.187,4,3,4.0434882142857145,2.4335315555555557
7.437,0.141,4.065,0.367,7.844,0.154,4,3,3.9442405,2.3452919999999997
7.359,0.125,4.006,0.386,7.727,0.235,4,3,3.896546285714285,2.382953055555556
7.32,0.223,4.006,0.454,7.698,0.256,4,3,3.905486,2.414757555555555
7.398,0.189,3.977,0.419,7.727,0.232,4,3,3.8554375000000007,2.338118055555556
7.32,0.214,4.036,0.365,7.756,0.228,4,3,3.9695097142857136,2.4281608888888884
7.398,0.088,4.036,0.385,7.815,0.232,4,3,3.953130071428572,2.3643828888888887
7.32,2.526,4.094,0.346,7.903,0.165,4,3,4.133929214285713,2.4543575555555552
7.408,0.118,4.065,0.324,7.844,0.218,4,3,3.974990857142856,2.369208944444444
7.477,2.353,3.977,0.411,7.815,0.139,4,3,3.8691925714285724,2.2728333333333333
7.32,0.149,4.006,0.4,7.786,0.191,4,3,4.002813999999999,2.414757555555555
7.379,0.08,4.065,0.313,7.786,0.127,4,3,3.940868214285714,2.3930324444444455
7.359,0.175,4.094,0.323,7.844,0.128,4,3,4.026675357142857,2.4225530555555554
7.32,0.166,4.094,0.345,7.786,0.201,4,3,4.002813999999998,2.4543575555555552
7.291,0.131,4.094,0.345,7.698,0.248,4,3,3.9357516428571424,2.4778975
7.477,2.532,4.065,0.381,7.727,0.249,4,3,3.7715,2.312149777777778
7.32,0.121,4.006,0.38,7.815,0.151,4,3,4.035130357142857,2.414757555555555
7.32,0.141,4.036,0.331,7.727,0.252,4,3,3.9374377857142853,2.4281608888888884
7.594,2.841,4.036,0.33,7.727,0.25,4,3,3.6455495,2.2011366666666663
7.32,0.117,4.036,0.342,7.727,0.215,4,3,3.9374377857142853,2.4281608888888884
7.281,0.104,4.036,0.402,7.698,0.242,4,3,3.9461602142857153,2.459796388888889
7.203,0.145,4.065,0.336,7.786,0.232,4,3,4.124184785714286,2.535612
7.203,0.293,4.065,0.301,7.844,0.163,4,3,4.188937642857143,2.535612
7.32,0.739,4.006,0.405,7.668,0.273,4,3,3.8725588571428577,2.414757555555555
7.35,0.247,4.065,0.349,7.786,0.175,4,3,3.971378285714285,2.4167625000000004
7.379,0.601,4.065,0.341,7.727,0.24,4,3,3.8754920000000013,2.3930324444444455
7.262,0.135,4.036,0.358,7.815,0.214,4,3,4.095541500000001,2.4751473333333336
7.281,0.132,4.065,0.312,7.756,0.224,4,3,4.010183928571429,2.472848000000001
7.555,2.559,3.977,0.39,7.727,0.249,4,3,3.6877502857142863,2.207694666666667
7.262,0.147,3.977,0.395,7.873,0.156,4,3,4.160534642857144,2.4488825000000003
7.32,2.56,4.094,0.265,7.903,0.107,4,3,4.133929214285713,2.4543575555555552
7.174,0.796,4.065,0.345,7.815,0.215,4,3,4.186282071428571,2.558774944444444
7.32,2.4,4.006,0.294,7.815,0.152,4,3,4.035130357142857,2.414757555555555
7.291,0.115,3.977,0.425,7.727,0.288,4,3,3.967703428571428,2.425435999999999
7.398,0.11,4.006,0.38,7.844,0.195,4,3,3.985566571428572,2.3509795555555564
7.32,0.259,4.065,0.293,7.815,0.196,4,3,4.035130357142856,2.4412125
7.35,0.125,4.065,0.33,7.756,0.264,4,3,3.9380740000000003,2.4167625000000004
7.174,0.193,4.036,0.277,7.756,0.264,4,3,4.120661428571428,2.5457233333333327
7.35,0.052,4.094,0.286,7.698,0.235,4,3,3.874050285714286,2.429907555555556
7.203,0.106,4.036,0.337,7.834,0.234,4,3,4.1777390714285705,2.5225603888888886
7.35,0.065,4.006,0.345,7.756,0.175,4,3,3.9380740000000007,2.390307555555556
